filename, width, height, class, xmin, ymin, xmax, ymax
G0027989,pothole,3680,2760,2150,1486,2194,1498
G0027990,pothole,3680,2760,2274,1808,2442,1854
G0027990,pothole,3680,2760,2400,1648,2460,1666
G0027990,pothole,3680,2760,2144,1512,2208,1528
G0027990,pothole,3680,2760,2274,1808,2442,1854
G0027990,pothole,3680,2760,2400,1648,2460,1666
G0027990,pothole,3680,2760,2144,1512,2208,1528
G0027991,pothole,3680,2760,2880,1938,2990,1980
G0027991,pothole,3680,2760,2168,1554,2246,1572
G0027991,pothole,3680,2760,2880,1938,2990,1980
G0027991,pothole,3680,2760,2168,1554,2246,1572
G0027992,pothole,3680,2760,2258,1626,2386,1660
G0027992,pothole,3680,2760,2258,1626,2386,1660
G0027993,pothole,3680,2760,2576,1872,2900,1968
G0027993,pothole,3680,2760,2576,1872,2900,1968
G0028002,pothole,3680,2760,2068,1648,2536,1722
G0028002,pothole,3680,2760,2090,1536,2138,1550
G0028002,pothole,3680,2760,2068,1648,2536,1722
G0028002,pothole,3680,2760,2090,1536,2138,1550
G0028142,pothole,3680,2760,2716,1832,2980,1920
G0028142,pothole,3680,2760,2716,1832,2980,1920
G0028159,pothole,3680,2760,2722,1774,2986,1874
G0028159,pothole,3680,2760,2810,1656,3036,1726
G0028159,pothole,3680,2760,2722,1774,2986,1874
G0028159,pothole,3680,2760,2810,1656,3036,1726
G0028201,pothole,3680,2760,1852,1542,2096,1630
G0028258,pothole,3680,2760,1880,1262,1928,1272
G0028259,pothole,3680,2760,776,1596,938,1666
G0028259,pothole,3680,2760,1188,1436,1268,1490
G0028259,pothole,3680,2760,1866,1266,1924,1282
G0028260,pothole,3680,2760,1846,1312,1924,1332
G0028261,pothole,3680,2760,1812,1388,1946,1410
G0028265,pothole,3680,2760,1854,1264,1936,1282
G0028267,pothole,3680,2760,1828,1368,1892,1384
G0028267,pothole,3680,2760,1900,1338,1942,1354
G0028267,pothole,3680,2760,2120,1224,2158,1238
G0028268,pothole,3680,2760,2696,1632,2842,1704
G0028268,pothole,3680,2760,1780,1514,1882,1544
G0028268,pothole,3680,2760,1904,1440,1978,1474
G0028268,pothole,3680,2760,2162,1234,2204,1244
G0028269,pothole,3680,2760,2200,1252,2250,1266
G0028270,pothole,3680,2760,2230,1262,2298,1276
G0028271,pothole,3680,2760,2268,1290,2356,1310
G0028271,pothole,3680,2760,1760,1220,1798,1230
G0028272,pothole,3680,2760,2324,1340,2428,1372
G0028272,pothole,3680,2760,1696,1234,1742,1246
G0028273,pothole,3680,2760,2352,1432,2520,1474
G0028273,pothole,3680,2760,1580,1256,1628,1270
G0028274,pothole,3680,2760,2476,1528,2724,1614
G0028274,pothole,3680,2760,1450,1256,1508,1270
G0028275,pothole,3680,2760,1428,1272,1490,1284
G0028276,pothole,3680,2760,1418,1270,1496,1288
G0028277,pothole,3680,2760,1408,1288,1490,1306
G0028279,pothole,3680,2760,1344,1320,1450,1352
G0028283,pothole,3680,2760,1194,1366,1336,1416
G0028284,pothole,3680,2760,1120,1402,1280,1454
G0028284,pothole,3680,2760,1524,1338,1596,1350
G0028286,pothole,3680,2760,706,1500,946,1584
G0028286,pothole,3680,2760,1350,1382,1454,1400
G0028286,pothole,3680,2760,1136,1352,1194,1374
G0028287,pothole,3680,2760,206,1632,546,1748
G0028287,pothole,3680,2760,1176,1442,1326,1472
G0028287,pothole,3680,2760,930,1396,1032,1428
G0028288,pothole,3680,2760,874,1542,1088,1598
G0028288,pothole,3680,2760,638,1456,784,1502
G0028289,pothole,3680,2760,162,1574,394,1646
G0028289,pothole,3680,2760,2480,1330,2528,1348
G0028303,pothole,3680,2760,2570,1634,2740,1678
G0028303,pothole,3680,2760,2570,1634,2740,1678
G0028304,pothole,3680,2760,2630,1658,2822,1714
G0028304,pothole,3680,2760,2630,1658,2822,1714
G0028337,pothole,3680,2760,2074,1308,2148,1324
G0028338,pothole,3680,2760,2158,1390,2238,1424
G0028339,pothole,3680,2760,2338,1596,2504,1664
G0028339,pothole,3680,2760,3342,1442,3396,1462
G0028367,pothole,3680,2760,1450,1576,1664,1632
G0028367,pothole,3680,2760,1450,1576,1664,1632
G0028392,pothole,3680,2760,530,1852,686,1908
G0028392,pothole,3680,2760,544,1670,592,1682
G0028392,pothole,3680,2760,644,1592,716,1608
G0028392,pothole,3680,2760,758,1606,816,1622
G0028392,pothole,3680,2760,970,1580,1060,1598
G0028392,pothole,3680,2760,530,1852,686,1908
G0028392,pothole,3680,2760,544,1670,592,1682
G0028392,pothole,3680,2760,644,1592,716,1608
G0028392,pothole,3680,2760,758,1606,816,1622
G0028392,pothole,3680,2760,970,1580,1060,1598
G0028398,pothole,3680,2760,2516,1860,2640,1918
G0028398,pothole,3680,2760,3476,1610,3642,1656
G0028398,pothole,3680,2760,2956,1636,3156,1676
G0028398,pothole,3680,2760,2698,1528,2872,1556
G0028398,pothole,3680,2760,2516,1860,2640,1918
G0028398,pothole,3680,2760,3476,1610,3642,1656
G0028398,pothole,3680,2760,2956,1636,3156,1676
G0028398,pothole,3680,2760,2698,1528,2872,1556
G0028399,pothole,3680,2760,3226,1536,3406,1572
G0028399,pothole,3680,2760,3226,1536,3406,1572
G0028409,pothole,3680,2760,1782,1208,1806,1216
G0028410,pothole,3680,2760,1766,1210,1786,1216
G0028411,pothole,3680,2760,1752,1218,1778,1226
G0028412,pothole,3680,2760,1726,1222,1770,1234
G0028413,pothole,3680,2760,1698,1224,1742,1236
G0028414,pothole,3680,2760,1656,1228,1724,1244
G0028415,pothole,3680,2760,1606,1250,1686,1268
G0028416,pothole,3680,2760,1526,1290,1628,1316
G0028417,pothole,3680,2760,1406,1342,1544,1368
G0028434,pothole,3680,2760,2454,1602,2552,1622
G0028434,pothole,3680,2760,618,1730,696,1742
G0028434,pothole,3680,2760,848,1678,944,1698
G0028434,pothole,3680,2760,2454,1602,2552,1622
G0028434,pothole,3680,2760,618,1730,696,1742
G0028434,pothole,3680,2760,848,1678,944,1698
G0028435,pothole,3680,2760,3344,1636,3510,1686
G0028435,pothole,3680,2760,816,1784,932,1806
G0028435,pothole,3680,2760,1142,1718,1290,1738
G0028435,pothole,3680,2760,3344,1636,3510,1686
G0028435,pothole,3680,2760,816,1784,932,1806
G0028435,pothole,3680,2760,1142,1718,1290,1738
G0028436,pothole,3680,2760,1524,1738,1708,1780
G0028436,pothole,3680,2760,1524,1738,1708,1780
G0028437,pothole,3680,2760,1970,1834,2248,1906
G0028437,pothole,3680,2760,1970,1834,2248,1906
G0028470,pothole,3680,2760,3162,1574,3312,1602
G0028470,pothole,3680,2760,3530,1496,3596,1514
G0028470,pothole,3680,2760,3162,1574,3312,1602
G0028470,pothole,3680,2760,3530,1496,3596,1514
G0028471,pothole,3680,2760,2900,1574,3034,1596
G0028471,pothole,3680,2760,3268,1494,3336,1510
G0028471,pothole,3680,2760,2900,1574,3034,1596
G0028471,pothole,3680,2760,3268,1494,3336,1510
G0028472,pothole,3680,2760,2754,1570,2890,1588
G0028472,pothole,3680,2760,3130,1490,3190,1508
G0028472,pothole,3680,2760,2754,1570,2890,1588
G0028472,pothole,3680,2760,3130,1490,3190,1508
G0028473,pothole,3680,2760,2690,1568,2834,1594
G0028473,pothole,3680,2760,3068,1490,3134,1508
G0028473,pothole,3680,2760,2690,1568,2834,1594
G0028473,pothole,3680,2760,3068,1490,3134,1508
G0028479,pothole,3680,2760,2164,1686,2366,1716
G0028479,pothole,3680,2760,2608,1566,2680,1586
G0028479,pothole,3680,2760,2164,1686,2366,1716
G0028479,pothole,3680,2760,2608,1566,2680,1586
G0028480,pothole,3680,2760,1858,1776,2090,1822
G0028480,pothole,3680,2760,2372,1608,2456,1630
G0028480,pothole,3680,2760,1858,1776,2090,1822
G0028480,pothole,3680,2760,2372,1608,2456,1630
G0028481,pothole,3680,2760,2264,1680,2368,1712
G0028481,pothole,3680,2760,2264,1680,2368,1712
G0028486,pothole,3680,2760,2002,1472,2060,1490
G0028486,pothole,3680,2760,2002,1472,2060,1490
G0028487,pothole,3680,2760,2012,1500,2086,1514
G0028487,pothole,3680,2760,2012,1500,2086,1514
G0028488,pothole,3680,2760,2050,1554,2160,1584
G0028488,pothole,3680,2760,1970,1500,2054,1520
G0028488,pothole,3680,2760,1908,1478,2008,1498
G0028488,pothole,3680,2760,2050,1554,2160,1584
G0028488,pothole,3680,2760,1970,1500,2054,1520
G0028488,pothole,3680,2760,1908,1478,2008,1498
G0028489,pothole,3680,2760,2152,1658,2334,1710
G0028489,pothole,3680,2760,1996,1540,2118,1570
G0028489,pothole,3680,2760,1920,1504,2044,1532
G0028489,pothole,3680,2760,2152,1658,2334,1710
G0028489,pothole,3680,2760,1996,1540,2118,1570
G0028489,pothole,3680,2760,1920,1504,2044,1532
G0028490,pothole,3680,2760,2088,1616,2268,1670
G0028490,pothole,3680,2760,1956,1550,2128,1592
G0028490,pothole,3680,2760,1936,1474,2018,1488
G0028490,pothole,3680,2760,2088,1616,2268,1670
G0028490,pothole,3680,2760,1956,1550,2128,1592
G0028490,pothole,3680,2760,1936,1474,2018,1488
G0028492,pothole,3680,2760,1844,1738,2082,1804
G0028492,pothole,3680,2760,1844,1738,2082,1804
G0028503,pothole,3680,2760,2204,1494,2276,1514
G0028503,pothole,3680,2760,2204,1494,2276,1514
G0028504,pothole,3680,2760,2358,1586,2534,1640
G0028504,pothole,3680,2760,1780,1514,1874,1536
G0028504,pothole,3680,2760,1962,1474,2176,1500
G0028504,pothole,3680,2760,1786,1474,1836,1490
G0028504,pothole,3680,2760,2358,1586,2534,1640
G0028504,pothole,3680,2760,1780,1514,1874,1536
G0028504,pothole,3680,2760,1962,1474,2176,1500
G0028504,pothole,3680,2760,1786,1474,1836,1490
G0028505,pothole,3680,2760,1756,1616,1924,1650
G0028505,pothole,3680,2760,2016,1516,2328,1574
G0028505,pothole,3680,2760,1922,1480,2002,1498
G0028505,pothole,3680,2760,1746,1522,1848,1542
G0028505,pothole,3680,2760,1756,1616,1924,1650
G0028505,pothole,3680,2760,2016,1516,2328,1574
G0028505,pothole,3680,2760,1922,1480,2002,1498
G0028505,pothole,3680,2760,1746,1522,1848,1542
G0028506,pothole,3680,2760,2122,1632,2712,1760
G0028506,pothole,3680,2760,2392,1598,2658,1668
G0028506,pothole,3680,2760,1962,1534,2076,1562
G0028506,pothole,3680,2760,1654,1638,1884,1674
G0028506,pothole,3680,2760,2122,1632,2712,1760
G0028506,pothole,3680,2760,2392,1598,2658,1668
G0028506,pothole,3680,2760,1962,1534,2076,1562
G0028506,pothole,3680,2760,1654,1638,1884,1674
G0028507,pothole,3680,2760,2032,1678,2228,1720
G0028507,pothole,3680,2760,2032,1678,2228,1720
G0028509,pothole,3680,2760,2276,1532,2374,1556
G0028509,pothole,3680,2760,2276,1532,2374,1556
G0028510,pothole,3680,2760,2520,1656,2710,1718
G0028510,pothole,3680,2760,2450,1604,2590,1660
G0028510,pothole,3680,2760,2520,1656,2710,1718
G0028510,pothole,3680,2760,2450,1604,2590,1660
G0028512,pothole,3680,2760,1986,1502,2126,1518
G0028512,pothole,3680,2760,1986,1502,2126,1518
G0028513,pothole,3680,2760,2094,1542,2266,1560
G0028513,pothole,3680,2760,2094,1542,2266,1560
G0028514,pothole,3680,2760,2312,1698,2630,1740
G0028514,pothole,3680,2760,2312,1698,2630,1740
G0028520,pothole,3680,2760,1772,1640,1840,1662
G0028520,pothole,3680,2760,1704,1544,1798,1568
G0028520,pothole,3680,2760,1528,1572,1630,1596
G0028520,pothole,3680,2760,1068,1558,1172,1580
G0028520,pothole,3680,2760,1772,1640,1840,1662
G0028520,pothole,3680,2760,1704,1544,1798,1568
G0028520,pothole,3680,2760,1528,1572,1630,1596
G0028520,pothole,3680,2760,1068,1558,1172,1580
G0028521,pothole,3680,2760,1568,1750,1680,1784
G0028521,pothole,3680,2760,756,1598,872,1632
G0028521,pothole,3680,2760,1288,1622,1426,1660
G0028521,pothole,3680,2760,1522,1570,1636,1606
G0028521,pothole,3680,2760,1568,1750,1680,1784
G0028521,pothole,3680,2760,756,1598,872,1632
G0028521,pothole,3680,2760,1288,1622,1426,1660
G0028521,pothole,3680,2760,1522,1570,1636,1606
G0028522,pothole,3680,2760,738,1734,946,1788
G0028522,pothole,3680,2760,102,1672,304,1718
G0028522,pothole,3680,2760,1098,1652,1244,1698
G0028522,pothole,3680,2760,738,1734,946,1788
G0028522,pothole,3680,2760,102,1672,304,1718
G0028522,pothole,3680,2760,1098,1652,1244,1698
G0028523,pothole,3680,2760,290,1810,470,1880
G0028523,pothole,3680,2760,290,1810,470,1880
G0028525,pothole,3680,2760,1128,1850,1258,1900
G0028525,pothole,3680,2760,1362,1826,1438,1842
G0028525,pothole,3680,2760,1466,1760,1524,1776
G0028525,pothole,3680,2760,1582,1716,1690,1748
G0028525,pothole,3680,2760,1620,1640,1882,1686
G0028525,pothole,3680,2760,1128,1850,1258,1900
G0028525,pothole,3680,2760,1362,1826,1438,1842
G0028525,pothole,3680,2760,1466,1760,1524,1776
G0028525,pothole,3680,2760,1582,1716,1690,1748
G0028525,pothole,3680,2760,1620,1640,1882,1686
G0028543,pothole,3680,2760,1744,1328,1824,1346
G0028543,pothole,3680,2760,1810,1314,1848,1328
G0028544,pothole,3680,2760,1666,1350,1744,1368
G0028544,pothole,3680,2760,1744,1330,1794,1348
G0028545,pothole,3680,2760,1546,1374,1650,1402
G0028545,pothole,3680,2760,1646,1348,1712,1368
G0028595,pothole,3680,2760,2118,1554,2186,1576
G0028595,pothole,3680,2760,2118,1554,2186,1576
G0028596,pothole,3680,2760,2532,1818,2688,1892
G0028596,pothole,3680,2760,1930,1486,1958,1500
G0028596,pothole,3680,2760,2532,1818,2688,1892
G0028596,pothole,3680,2760,1930,1486,1958,1500
G0028597,pothole,3680,2760,1922,1506,1996,1522
G0028597,pothole,3680,2760,2032,1570,2072,1586
G0028597,pothole,3680,2760,1922,1506,1996,1522
G0028597,pothole,3680,2760,2032,1570,2072,1586
G0028598,pothole,3680,2760,2026,1612,2140,1656
G0028598,pothole,3680,2760,2026,1612,2140,1656
G0028603,pothole,3680,2760,3272,1562,3404,1584
G0028603,pothole,3680,2760,3418,1562,3488,1590
G0028603,pothole,3680,2760,2854,1520,2940,1532
G0028603,pothole,3680,2760,2878,1508,2936,1520
G0028603,pothole,3680,2760,2616,1524,2674,1542
G0028603,pothole,3680,2760,2676,1592,2750,1622
G0028603,pothole,3680,2760,2516,1630,2618,1680
G0028603,pothole,3680,2760,2566,1598,2668,1626
G0028603,pothole,3680,2760,2862,1596,2978,1634
G0028603,pothole,3680,2760,3272,1562,3404,1584
G0028603,pothole,3680,2760,3418,1562,3488,1590
G0028603,pothole,3680,2760,2854,1520,2940,1532
G0028603,pothole,3680,2760,2878,1508,2936,1520
G0028603,pothole,3680,2760,2616,1524,2674,1542
G0028603,pothole,3680,2760,2676,1592,2750,1622
G0028603,pothole,3680,2760,2516,1630,2618,1680
G0028603,pothole,3680,2760,2566,1598,2668,1626
G0028603,pothole,3680,2760,2862,1596,2978,1634
G0028604,pothole,3680,2760,3344,1662,3454,1702
G0028604,pothole,3680,2760,1700,1622,1756,1640
G0028604,pothole,3680,2760,3344,1662,3454,1702
G0028604,pothole,3680,2760,1700,1622,1756,1640
G0028609,pothole,3680,2760,264,1838,404,1882
G0028609,pothole,3680,2760,264,1838,404,1882
G0028611,pothole,3680,2760,2144,1620,2254,1666
G0028611,pothole,3680,2760,2718,1808,2812,1850
G0028611,pothole,3680,2760,2144,1620,2254,1666
G0028611,pothole,3680,2760,2718,1808,2812,1850
G0028714,pothole,3680,2760,2156,1358,2240,1382
G0028714,pothole,3680,2760,2014,1350,2066,1366
G0028714,pothole,3680,2760,654,1298,744,1310
G0028715,pothole,3680,2760,2508,1462,2706,1524
G0028715,pothole,3680,2760,2394,1452,2460,1476
G0028715,pothole,3680,2760,744,1314,852,1336
G0028716,pothole,3680,2760,3274,1606,3526,1720
G0028716,pothole,3680,2760,3050,1578,3152,1622
G0028716,pothole,3680,2760,924,1352,1046,1380
G0028750,pothole,3680,2760,1916,1262,1946,1272
G0028751,pothole,3680,2760,1922,1290,1980,1302
G0028752,pothole,3680,2760,1932,1334,1994,1350
G0028753,pothole,3680,2760,1944,1390,2014,1410
G0028754,pothole,3680,2760,1952,1460,2052,1490
G0028755,pothole,3680,2760,1962,1532,2068,1574
G0028756,pothole,3680,2760,1974,1614,2096,1662
G0028761,pothole,3680,2760,2526,1338,2564,1348
G0028762,pothole,3680,2760,2634,1352,2680,1366
G0028763,pothole,3680,2760,2796,1384,2862,1400
G0028764,pothole,3680,2760,3068,1446,3128,1472
G0028765,pothole,3680,2760,2536,1468,2630,1492
G0028765,pothole,3680,2760,3484,1576,3582,1612
G0028765,pothole,3680,2760,2392,1390,2462,1408
G0028765,pothole,3680,2760,2372,1368,2418,1384
G0028766,pothole,3680,2760,2904,1636,2996,1662
G0028766,pothole,3680,2760,2606,1476,2684,1502
G0028766,pothole,3680,2760,2542,1432,2612,1456
G0028767,pothole,3680,2760,2888,1606,3004,1642
G0028814,pothole,3680,2760,1712,1626,1874,1694
G0028814,pothole,3680,2760,1566,1608,1690,1674
G0028814,pothole,3680,2760,2292,1532,2530,1606
G0028817,pothole,3680,2760,1738,1596,1946,1664
G0028817,pothole,3680,2760,2118,1560,2306,1608
G0028817,pothole,3680,2760,992,1866,1092,1936
G0028817,pothole,3680,2760,1074,1732,1170,1812
G0028817,pothole,3680,2760,1738,1596,1946,1664
G0028817,pothole,3680,2760,2118,1560,2306,1608
G0028817,pothole,3680,2760,992,1866,1092,1936
G0028817,pothole,3680,2760,1074,1732,1170,1812
G0028836,pothole,3680,2760,2288,1468,2402,1506
G0028836,pothole,3680,2760,2386,1326,2476,1348
G0028837,pothole,3680,2760,1322,1432,1410,1464
G0028837,pothole,3680,2760,2522,1420,2650,1462
G0028838,pothole,3680,2760,1024,1604,1164,1648
G0028838,pothole,3680,2760,2790,1560,3006,1620
G0028846,pothole,3680,2760,2328,1358,2392,1384
G0028848,pothole,3680,2760,1948,1378,2008,1394
G0028848,pothole,3680,2760,1944,1342,1986,1352
G0028849,pothole,3680,2760,1974,1522,2082,1562
G0028849,pothole,3680,2760,1966,1440,2032,1462
G0028887,pothole,3680,2760,1714,1356,1766,1368
G0028887,pothole,3680,2760,2324,1366,2378,1380
G0028887,pothole,3680,2760,1836,1310,1898,1322
G0028888,pothole,3680,2760,2408,1400,2464,1416
G0028888,pothole,3680,2760,1656,1380,1714,1396
G0028888,pothole,3680,2760,1808,1314,1868,1330
G0028889,pothole,3680,2760,2548,1444,2628,1464
G0028889,pothole,3680,2760,1556,1406,1636,1428
G0028889,pothole,3680,2760,1764,1308,1850,1328
G0028890,pothole,3680,2760,2856,1578,2974,1610
G0028890,pothole,3680,2760,1360,1504,1466,1532
G0028890,pothole,3680,2760,1706,1332,1806,1358
G0028891,pothole,3680,2760,1580,1440,1720,1472
G0028892,pothole,3680,2760,1322,1600,1556,1682
G0028893,pothole,3680,2760,2538,1412,2606,1434
G0028894,pothole,3680,2760,2908,1538,2994,1568
G0028898,pothole,3680,2760,1608,1402,1642,1416
G0028900,pothole,3680,2760,2424,1356,2470,1370
G0028901,pothole,3680,2760,2764,1496,2830,1518
G0028907,pothole,3680,2760,2056,1408,2112,1422
G0028907,pothole,3680,2760,2136,1380,2190,1396
G0028908,pothole,3680,2760,2334,1628,2442,1668
G0028932,pothole,3680,2760,1788,1314,1862,1330
G0028932,pothole,3680,2760,1940,1346,1994,1360
G0028933,pothole,3680,2760,1948,1438,2020,1456
G0028933,pothole,3680,2760,1762,1388,1848,1406
G0028934,pothole,3680,2760,1970,1516,2060,1546
G0028934,pothole,3680,2760,1710,1430,1820,1460
G0028935,pothole,3680,2760,1634,1544,1806,1600
G0028950,pothole,3680,2760,1872,1244,1920,1256
G0028951,pothole,3680,2760,1876,1266,1924,1280
G0028952,pothole,3680,2760,1862,1310,1930,1328
G0028976,pothole,3680,2760,1566,1620,1664,1648
G0028976,pothole,3680,2760,1566,1620,1664,1648
G0028977,pothole,3680,2760,1392,1704,1526,1756
G0028977,pothole,3680,2760,1392,1704,1526,1756
G0028991,pothole,3680,2760,502,1576,610,1608
G0028991,pothole,3680,2760,714,1562,820,1580
G0028991,pothole,3680,2760,2082,1476,2144,1492
G0028991,pothole,3680,2760,502,1576,610,1608
G0028991,pothole,3680,2760,714,1562,820,1580
G0028991,pothole,3680,2760,2082,1476,2144,1492
G0028992,pothole,3680,2760,326,1596,444,1646
G0028992,pothole,3680,2760,564,1582,680,1616
G0028992,pothole,3680,2760,2082,1478,2152,1496
G0028992,pothole,3680,2760,326,1596,444,1646
G0028992,pothole,3680,2760,564,1582,680,1616
G0028992,pothole,3680,2760,2082,1478,2152,1496
G0028993,pothole,3680,2760,1970,1502,2080,1536
G0028993,pothole,3680,2760,1948,1344,2022,1364
G0028993,pothole,3680,2760,1818,1346,1874,1360
G0028995,pothole,3680,2760,1474,1436,1654,1468
G0028997,pothole,3680,2760,854,1672,1054,1728
G0028997,pothole,3680,2760,1306,1612,1474,1662
G0028997,pothole,3680,2760,854,1672,1054,1728
G0028997,pothole,3680,2760,1306,1612,1474,1662
G0028998,pothole,3680,2760,946,1714,1180,1788
G0028998,pothole,3680,2760,1488,1648,1698,1712
G0028998,pothole,3680,2760,946,1714,1180,1788
G0028998,pothole,3680,2760,1488,1648,1698,1712
G0029049,pothole,3680,2760,2288,1706,2444,1748
G0029049,pothole,3680,2760,2570,1684,2756,1748
G0029049,pothole,3680,2760,2288,1706,2444,1748
G0029049,pothole,3680,2760,2570,1684,2756,1748
G0029050,pothole,3680,2760,2440,1874,2758,1968
G0029050,pothole,3680,2760,2440,1874,2758,1968
G0029060,pothole,3680,2760,1718,1594,1852,1626
G0029060,pothole,3680,2760,1718,1594,1852,1626
G0029079,pothole,3680,2760,2284,1306,2354,1318
G0029079,pothole,3680,2760,2056,1290,2110,1300
G0029081,pothole,3680,2760,2926,1506,3146,1554
G0029081,pothole,3680,2760,2266,1406,2374,1428
G0029084,pothole,3680,2760,2100,1310,2132,1322
G0029085,pothole,3680,2760,2222,1400,2326,1424
G0029085,pothole,3680,2760,2196,1386,2248,1400
G0029086,pothole,3680,2760,2446,1600,2572,1636
G0029088,pothole,3680,2760,2546,1696,2712,1760
G0029088,pothole,3680,2760,2546,1696,2712,1760
G0029156,pothole,3680,2760,2510,1616,2646,1642
G0029156,pothole,3680,2760,2930,1594,2996,1608
G0029156,pothole,3680,2760,2510,1616,2646,1642
G0029156,pothole,3680,2760,2930,1594,2996,1608
G0029157,pothole,3680,2760,2866,1694,3062,1738
G0029157,pothole,3680,2760,3404,1652,3490,1674
G0029157,pothole,3680,2760,2866,1694,3062,1738
G0029157,pothole,3680,2760,3404,1652,3490,1674
G0029191,pothole,3680,2760,2140,1548,2188,1562
G0029191,pothole,3680,2760,2140,1548,2188,1562
G0029193,pothole,3680,2760,1616,1698,1718,1732
G0029193,pothole,3680,2760,1716,1558,1770,1570
G0029193,pothole,3680,2760,2246,1528,2348,1548
G0029193,pothole,3680,2760,1998,1530,2034,1544
G0029193,pothole,3680,2760,1876,1538,1926,1550
G0029193,pothole,3680,2760,1616,1698,1718,1732
G0029193,pothole,3680,2760,1716,1558,1770,1570
G0029193,pothole,3680,2760,2246,1528,2348,1548
G0029193,pothole,3680,2760,1998,1530,2034,1544
G0029193,pothole,3680,2760,1876,1538,1926,1550
G0029194,pothole,3680,2760,954,1900,1106,1958
G0029194,pothole,3680,2760,1306,1602,1350,1616
G0029194,pothole,3680,2760,1958,1552,2096,1584
G0029194,pothole,3680,2760,1636,1570,1694,1584
G0029194,pothole,3680,2760,1504,1570,1572,1586
G0029194,pothole,3680,2760,954,1900,1106,1958
G0029194,pothole,3680,2760,1306,1602,1350,1616
G0029194,pothole,3680,2760,1958,1552,2096,1584
G0029194,pothole,3680,2760,1636,1570,1694,1584
G0029194,pothole,3680,2760,1504,1570,1572,1586
G0029195,pothole,3680,2760,1528,1646,1714,1684
G0029195,pothole,3680,2760,1128,1644,1212,1662
G0029195,pothole,3680,2760,952,1640,1072,1658
G0029195,pothole,3680,2760,698,1678,768,1704
G0029195,pothole,3680,2760,1528,1646,1714,1684
G0029195,pothole,3680,2760,1128,1644,1212,1662
G0029195,pothole,3680,2760,952,1640,1072,1658
G0029195,pothole,3680,2760,698,1678,768,1704
G0029203,pothole,3680,2760,1966,1528,2126,1570
G0029225,pothole,3680,2760,2544,1778,2678,1834
G0029225,pothole,3680,2760,2392,1738,2516,1782
G0029225,pothole,3680,2760,2170,1762,2316,1826
G0029225,pothole,3680,2760,2540,1578,2864,1638
G0029225,pothole,3680,2760,3062,1764,3186,1840
G0029225,pothole,3680,2760,3108,1606,3246,1642
G0029225,pothole,3680,2760,3114,1566,3254,1606
G0029225,pothole,3680,2760,2544,1778,2678,1834
G0029225,pothole,3680,2760,2392,1738,2516,1782
G0029225,pothole,3680,2760,2170,1762,2316,1826
G0029225,pothole,3680,2760,2540,1578,2864,1638
G0029225,pothole,3680,2760,3062,1764,3186,1840
G0029225,pothole,3680,2760,3108,1606,3246,1642
G0029225,pothole,3680,2760,3114,1566,3254,1606
G0029226,pothole,3680,2760,1900,1884,2074,1956
G0029226,pothole,3680,2760,1734,1816,1926,1884
G0029226,pothole,3680,2760,1468,1876,1654,1948
G0029226,pothole,3680,2760,1404,1780,1578,1812
G0029226,pothole,3680,2760,1960,1606,2334,1678
G0029226,pothole,3680,2760,2570,1636,2734,1676
G0029226,pothole,3680,2760,2584,1590,2802,1642
G0029226,pothole,3680,2760,1900,1884,2074,1956
G0029226,pothole,3680,2760,1734,1816,1926,1884
G0029226,pothole,3680,2760,1468,1876,1654,1948
G0029226,pothole,3680,2760,1404,1780,1578,1812
G0029226,pothole,3680,2760,1960,1606,2334,1678
G0029226,pothole,3680,2760,2570,1636,2734,1676
G0029226,pothole,3680,2760,2584,1590,2802,1642
G0029229,pothole,3680,2760,764,1784,1266,1970
G0029229,pothole,3680,2760,694,1640,790,1672
G0029229,pothole,3680,2760,836,1632,936,1654
G0029229,pothole,3680,2760,36,1844,238,1920
G0029229,pothole,3680,2760,764,1784,1266,1970
G0029229,pothole,3680,2760,694,1640,790,1672
G0029229,pothole,3680,2760,836,1632,936,1654
G0029229,pothole,3680,2760,36,1844,238,1920
G0029233,pothole,3680,2760,2052,1622,2226,1656
G0029233,pothole,3680,2760,2052,1622,2226,1656
G0029284,pothole,3680,2760,2708,1292,2756,1306
G0029285,pothole,3680,2760,3178,1352,3248,1366
G0029314,pothole,3680,2760,1822,1780,1956,1824
G0029314,pothole,3680,2760,2948,1602,3064,1630
G0029314,pothole,3680,2760,1822,1780,1956,1824
G0029314,pothole,3680,2760,2948,1602,3064,1630
G0029320,pothole,3680,2760,2168,1712,2524,1824
G0029320,pothole,3680,2760,2168,1712,2524,1824
G0029381,pothole,3680,2760,1054,1526,1202,1554
G0029381,pothole,3680,2760,2020,1494,2228,1546
G0029381,pothole,3680,2760,1054,1526,1202,1554
G0029381,pothole,3680,2760,2020,1494,2228,1546
G0029382,pothole,3680,2760,776,1554,944,1584
G0029382,pothole,3680,2760,1932,1550,2186,1614
G0029382,pothole,3680,2760,776,1554,944,1584
G0029382,pothole,3680,2760,1932,1550,2186,1614
G0029383,pothole,3680,2760,390,1614,580,1658
G0029383,pothole,3680,2760,1766,1692,2170,1810
G0029383,pothole,3680,2760,390,1614,580,1658
G0029383,pothole,3680,2760,1766,1692,2170,1810
G0029446,pothole,3680,2760,1002,1372,1100,1394
G0029447,pothole,3680,2760,636,1484,778,1532
G0029448,pothole,3680,2760,1548,1344,1606,1354
G0029449,pothole,3680,2760,1444,1338,1532,1352
G0029450,pothole,3680,2760,1258,1408,1368,1436
